ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes
1351196131783487488,ARK4WBXJISCNB,चार्ली हेब्दो पर काहे नहीं कुछ बनाने की वकालत करते हो इस्लाम पर भी कभी बनाये ये लोग क्या इनको सिर्फ हमारे हिन्दू के देवी देवता दिखते हैं और तुम जैसे लोग का भी रंडी रोना तब ही शुरू होता है जब हम हिन्दू अपनी सही लड़ाई लड़ना शुरू करते हैं ।अपनी काली जवान से काली बातें बंद करो। https://t.co/TvfMaOn5ug,"अपशब्दों का प्रयोग अपने असंतोष को संप्रेषित करने का प्रभावी तरीका नहीं है। इसके बजाय, रचनात्मक भाषा का उपयोग करने से आपके संदेश को अधिक प्रभावी ढंग से पहुँचाने में मदद मिलेगी। कृपया अधिक शांत रहें और अधिक विनम्र तरीके से बोलें। आप कुछ भी कहें, इससे हिंसा हो सकती है।","['Empathy', 'Shaming', 'Warning-of-Consequences']",Hate
760,A1HFJSETMNC7BF,"পতিতা যতই ভদ্র হোক সে পতিতাই থাকে,  মমতাজ যতই সাত তলায় উটক সে পাঠ ক্ষেতের খানকিই থাকবে।",রাজ্যের মুখ্যমন্ত্রী কে এই রকম অসভ্য ভাষায় গালিগালাজ করার জন্য আপনার জেল পর্যন্ত হতে পারে।,['Warning-of-Consequences'],Offensive
566,A9J41F0FTR2R7,"রোগ তো এগো একটাই, ""নাহ মাইয়াডা যে জিনিস না মামা (মনে মনে), মাগার খানকি মাগি হিজাব পরস না কেন(সামনা সামনি)""",আপনার মন্তব্য অবান্তর ও অপ্রাসঙ্গিক। নিজের মানসিকতাতে পরিবর্তন আনুন। এইভাবে গালিগালাজ করা বন্ধ করুন।,['Shaming'],Hate
1317043416069332995,A11W0WTHM4U2G0,<user> सबसे पहले एक बात जानलो की हिंदू संस्कृती में रंडीयों पर प्यार जताने के संस्कार नही दिए जाते.रही बात मुसलमानों की वो तो बकरीयों को भी बेगम मानकर प्यारसे पेल देते है तेरी औकात भी एक बकरी से ज्यादा नही है...एक दिन तु भी कटकर काफीरों को मटन के भाव में बेची जायेगी,हमें किसी धर्म के लिए ऐसे अपशब्द इस्तेमाल नहीं करना चाहिए ।,['Warning-of-Consequences'],Hate
561,A1HFJSETMNC7BF,"हीर खान तु जहाँ कहीं भी छुपी है,बिल से बाहर निकल,
जितनी ताकत लगाकर तुने देवी-देवताओं को गालियाँ निकाली हैं,ऐसी गालियाँ जो सुनी भी नहीं जा सकती
अब महिला होने का कार्ड मत खेलना,रोना-धोना बिल्कुल नहीं और हाँ कहीं गर्भ से तो नहीं हो ना 😜
गालियों की लिमिट क्रास कर गई
अब चलिये जेल 😀","भले ही आप सही हों, आपकी पोस्ट को साइबर-बुलिंग माना जाएगा। इसलिए कृपया अपने पोस्ट में आक्रामकता कम करें।","['Affliation', 'Shaming']",Hate
1323620537172516864,A192KQDPFF4HN1,@JyotiTh53324034 इस पर दीदी स्वयं कई हिंदू रंडी रोना शुरू करेंगे,गालियां मत दो ! घर पर यही सिखाया गया है क्या ?,"['Hypocrisy', 'Shaming']",Offensive
393,A9J41F0FTR2R7,খানকি মাগি তুই একটা। তোর মতো আকাটা ধোন নেয়া মাগি ভারতে আর একটাও নাই মনে হয়। মাগি বাংলাদেশে এসে তারপর সেকুগিরি চুদাস। দেখবি এখানে এলে তোকে রাস্তায় ফেলে চুদবে সব মোল্লারা খানকি মাগি। হিন্দুদের নিয়ে বাজে কথা বলা বাদ দে।তোকে চুদলে আমার ধোনেরও অপমান হবে।,উক্ত ব্যক্তি হয়ত সেকুলারিজম এর মানে না বুঝে ধর্ম নিয়ে ভুল মন্তব্য করেছেন তা মানলাম কিন্তু আপনি তো একজন ভালো মানুষ তা আপনি ও তো নিজে অন্য ধর্ম কে ছোটো করছেন।আপনার মন্তব্য হয়ত ঠিক কিন্তু আপনি এতটাই বাজে ভাবে তা প্রকাশ করেছেন যে তার জন্য আপনার আইনত শাস্তি ও হতে পারে।,"['Humour', 'Warning-of-Consequences']",Hate
1318426263929778176,ARK4WBXJISCNB,@DeepikaSRajawat मैडम हलाला  कराया कि नही तुम जैसे नीच औरते ही इस समाज की दुश्मन है  तुम अपनी marao हिन्दू धर्म का अपमान मत कर रंडी आकथू,"इस देश की दुश्मन ये महिलाएं नहीं हैं, बल्कि वे लोग हैं जो उनका सम्मान नहीं करते और उनके बारे में इस तरह के अपमानजनक और अपमानजनक तरीके से लिखते हैं। कृपया पहले अपना पाठ पढ़ें और फिर से निर्णय लें।","['Empathy', 'Hypocrisy', 'Shaming']",Hate
1321049680059379712,A1K5CHKFJJ7IF8,#justice4Nikita  #justicefornikita  मोमबत्ती गेंग की रंडीया कहा मर गई अब । मोमबत्ती गेंग की रंडियो निकिता हिन्दु हैं इसलिए आवाज नहीं उठाओगी क्या । <url>,"कैंडललाइट विजिल एक विशिष्ट कारण के लिए समर्थन दिखाने के लिए, सामान्तया समूह की पीड़ा का विरोध करने के लिए या मृतकों की याद में आयोजित किए जाते हैं। इसको गलत शब्दों के साथ संयोजित ना करे।",['Empathy'],Hate
663,A1HFJSETMNC7BF,মেয়েটি হলো কুটি টাকার পতিতা 😀😀,আপনি মুখের ভাষা ঠিক করে কথা বলুন। আপনার মন্তব্যটি অবান্তর।,['Shaming'],Offensive
505,A9J41F0FTR2R7,তোরে পাইলে ভোদা পাটাই দিতাম।খানকি মাগী,আপনি আপনার মস্তিষ্কের চিকিৎসা করুন।,['Shaming'],Hate
1245200321812594689,A3D81Z9GMEKTJQ,"सड़क पे रोते बिलखते लोगों का मुद्दा जनता के दिमाग़ में न पहुँचे, इसलिए रंडी मिडिया टॉनिक (हिन्दू-मुस्लिम) देने लगी..!!😡 #मीडिया_वायरस",मै आपकी नाराज़गी समझता हूँ परन्तु अपना विरोध जताने के और तरीके भी हैं। मीडिया को गाली देने से कुछ नहीं होगा।,['Affliation'],Offensive
1351196131783487488,ARK4WBXJISCNB,चार्ली हेब्दो पर काहे नहीं कुछ बनाने की वकालत करते हो इस्लाम पर भी कभी बनाये ये लोग क्या इनको सिर्फ हमारे हिन्दू के देवी देवता दिखते हैं और तुम जैसे लोग का भी रंडी रोना तब ही शुरू होता है जब हम हिन्दू अपनी सही लड़ाई लड़ना शुरू करते हैं ।अपनी काली जवान से काली बातें बंद करो। https://t.co/TvfMaOn5ug,"मैं भी एक हिंदू हूं लेकिन मैं इस पर विश्वास नहीं करता। मेरा मानना ​​है कि आपने जो कहा वह पूरी तरह से गलत और घृणित है, अपशब्दों का प्रयोग करना गलत है और उस व्यक्ति के लिए हानिकारक है","['Affliation', 'Empathy']",Hate
1245750381725933568,A1K5CHKFJJ7IF8,देश मे मंदी ना होती अगर भांड गौदी मीडिया रंडी ना होती..!  #मीडिया_वायरस #MediaDalal_SanghiKejriwal #MediaPandemic #मुस्लिम_खिदमतगार <url>,मुस्लिम_खिदमतगार और मीडिया_वायरस से मीडिया और मुस्लिम में तनाव बढ़ेगा जिसके परिणाम सब को देखने पड़ सकते है।,['Warning-of-Consequences'],Hate
577,A1HFJSETMNC7BF,one thing i don' know why🙄    খানকি মাগিরা গাজা খোর ছেলে কেনো খুজে বেরায়!,"আপনি ভালো তো? আপনি গাঁজা খোর নয় তো? তাহলে তো আপনার কোনো সমস্যা হওয়ার কারণ নেই। গালি দিয়ে যে মহিলাদের উদ্দেশ্যে কথা বলেছেন, তারা আপনাকে খুঁজছেন না।",['Humour'],Offensive
hi_hasoc_2021_5706,ARK4WBXJISCNB,@RahulGandhi भाजपा के द्वारा 20.000 करोड़ लगा कर और चुनाव आयोग को हाई जेक करकर भी यदि भाजपा बंगाल में चुनाव हार रही हे तो ये फ़क़ीर की व्यक्तिगत हार हे #ResignPMmodi #BengalElection2021 #KhelaHobe,चुनाव की सुरक्षा के लिए चुनाव आयोग के नियम हैं। ऑनलाइन गलत जानकारी और नफरत न फैलाएं। चुनाव कराने में काफी मेहनत लगती है और यह उन लोगों की मेहनत का अपमान है जिन्होंने इसमें मदद की।,"['Shaming', 'Warning-of-Consequences']",Hate
1380410169201360898,A192KQDPFF4HN1,भड़वे भाई चारा कश्मीर में कहा गया था और जब दिल्ली में सुअर ने हिन्दू को मार तब तू अपनी लौंडिया छुड़वाने गया था मदरजात रंडी के भड़वे https://t.co/psJRqGwYt1,भाई चारा रखने वाले हर धर्म के हर जगह रहते हैं। दंगे बनाये जाते हैं जनता को बाँट कर वोट बटोरने के लिए। अगर तुम इतना नहीं देख सकते तो तुम्हें पढ़ने की ज़रूरत है।,"['Affliation', 'Hypocrisy', 'Shaming']",Hate
876,A1HFJSETMNC7BF,"কুত্তা দিয়ে চোদা মাগি, প্রভাসি এখন আর তোরে চোদেনা মাগি পতিতা ব্যাবসা বন্ধ হইছে তোর তুই এখন কুত্তা পাগল হইছোত",আপনার মন্তব্য ও ভাষা খুবই নোংরা। আপনার মানসিকতা ও মনবিত্তি জঘন্য।ভদ্র হন।,['Shaming'],Offensive
1366209151462858758,A3G1FS1OIFEDKD,"<user> <user> <user> क्यों भाईसाहब हजम नहीं  हुआ? कोई बात नहीं छोड दिया विदेश की बात को, काश्मिरी पंडितों के साथ क्या हुआ? अभी कल ऐक हिंदू लडके को गोली मार दी 370 हटाने के विरोध में, जब कट्टरपंथीयो पर गोली चलाई जाती हैं तब दोगले सेक्यूलर चाटुकार पत्रकार रंडीरोना चालू कर देते हैं,",किसी का अपमान न करें क्योंकि इससे उन्हें चोट लग सकती है..,['Empathy'],Hate
3507,A1HFJSETMNC7BF,"अपना तशरीफ़ मुबारक इधर से ले के जाओ मियां।
अगर जेब्रा अलैहि आपके इस बयान को सुन लिए तो आपके चबूतरे पर चढ़कर अज़ान देने लगेंगे।
फिर ओला भी आपकी हिफाजत नहीं कर पाएगा।

आमीन","हम सभी इंसान हैं, और हमें हमेशा एक दूसरे के साथ सम्मान और सहयोग के साथ व्यवहार करना चाहिए।",['Empathy'],Hate
1000,A1HFJSETMNC7BF,এটা পবিত্র রাত এবাদত করার জন্য বলছে বেশ্যা মার্কা চেহারা দেখাই শবে বরাতের শুভেচ্ছা জানাতে বলছে নাকি?,"মানুষের শুভেচ্ছা জানতে চাইলে, এমনিই জানান। কারোর চেহারার ভিত্তিতে নয়।",['Empathy'],Offensive
1389668400385777665,ARK4WBXJISCNB,रोज-रोज के रंडी रोने से 1 दिन ही मर जाना अच्छा है वह इज्जत की जिंदगी होगी पर इन गद्दारों को बिल्कुल ही ना बक्सा जाए हमारे हिंदू भाई मारे जा रहे हैं और सरकार सर पर जूं तक नहीं रेंग रही अगर ममता बनर्जी सरकार ने शपथ ले ली तो बीजेपी के लिए चुल्लू भर पानी में डूब मरने वाली बात है,हमें दूसरों का ध्यान रखना चाहिए और कुछ भी लिखने से पहले सोचना चाहिए। बयान झूठ बोलते हैं ये केवल आग को हवा देंगे और रास्ते में अधिक भारतीयों की मौत का कारण बनेंगे। जब हमारे पास कोई राय हो तो हमें सकारात्मक और सम्मानपूर्वक व्यक्त करना चाहिए।,"['Empathy', 'Shaming', 'Warning-of-Consequences']",Hate
374,A1HFJSETMNC7BF,"@DChaurasia2312 इस राक़ेस डकैत ने तो ग़द्दारी की हद पार कर दी,,, हत्यारा है हरामी https://t.co/N46jtsZBDb",भाई किसी को हरामी नहीं कहना चाहिए। यह एक अश्लील शब्द है।,['Shaming'],Hate
357,A1HFJSETMNC7BF,केजरीवाल चड्डी गैंग का भड़वा है #JusticeForShahabuddin,"यदि आप सोशल मीडिया पर किसी के प्रति ऐसी अपमानजनक पोस्ट करते हैं, तो मैं यह सुनिश्चित करूंगा कि आपकी प्रोफ़ाइल जल्द से जल्द हटा दी जाए।",['Warning-of-Consequences'],Hate
1323932533919117312,A11W0WTHM4U2G0,इटली की एक रंडी के कहने पर उद्धव ठाकरे तूने एक हिंदूवादी पत्रकार को गिरफ्तार तो करवा दिया लेकिन जब कोई हिंदू सड़क पर उतर कर तुम्हारे जैसे जिहादी आतंकवादी देश के दुश्मनों ने हिंदुओं के दुश्मनों पर हथियार से वार कर दें तो यह मत कहना हिंदुओं ने बगावत कर दी,कृपया किसी राजनेता के लिए ऐसे शब्दों का इस्तेमाल ना करे ।,['Warning-of-Consequences'],Hate
650,A1HFJSETMNC7BF,তোদের দু'জনের কাপড় তুলে  আগামীকাল এমন গুতা মারুম কারা কারা মেসেজে কথা বলছে এবং খানকি মাগির বেটা আসিফ সহ কে কে জড়িত। প্রকাশ করতে বাধ্য হইবি আমার গুতার ঠ্যালায়।   তোদের দু'জনের বাপ একজন বাই একজন হয়ে থাকলে আমাকে ব্লক করবে না।  জোসনাকে নিয়ে নাটক করেছো।,আপনি নিজেও বুঝতে পারছেন এই রকম ভাষা ব্যাবহারের ফলে আপনাকে ব্লক করা হতে পারে। তাহলে কেনই বা এই রকম কটু কথা বলছেন বন্ধু?,"['Empathy', 'Warning-of-Consequences']",Offensive
768,A9J41F0FTR2R7,বাংলাদেশে যত নারীবাদী মেয়ে নামে পতিতা আছে তার অর্ধেক জম্ম দিয়েছে রেন্ডির সাহায্যের জম্ম নেওয়া ৭১ টিভির চ্যানেল টা।,"আপনি একটা চ্যানেল পছন্দ করেন না, বুঝলাম। তাতে যদি কোনো অরুচিকর কিছু দেখানো হয়, আপনি রিপোর্ট করতে পারেন। এইভাবে গালিগালাজ করে কোনো সমাধান হবে না।",['Shaming'],Hate
1407680231209463809,A1DVIFCAZGUR0N,"@VHPDigital @drskj01 पर तुम्हारे अब्बू जान चड्डी संस्था प्रमुख भागवत जी तो कह रहे रहे कि इस देश के सभी नागरिक हिन्दू ही है????
तो अब ये रंडी रोना किस लिए भाई//
😕😕","कब तक हम ये हिन्दू मुस्लिम के पचड़े में पड़े रहेंगे, कोई कुछ भी कहे, हम सब भारत देश के नागरिक हैं और हमे अपने देश के विकास पे ध्यान देना चाहिए, उसमे ही सबकी भलाई है।",['Shaming'],Normal
1309477138010050561,A11W0WTHM4U2G0,<user> पूरे भारत देश में हो रहे साधु हत्याकांड पर चुप हो जाने वाले बिकाऊ मीडिया और राजनेता आज नशेड़ियों के लिए संसद से लेकर रास्ते पर रंडी विलाप करने में व्यस्त हैं #पालघर_साधुओं_को_इंसाफ_कब                   पूछता है  #हिन्दू_युवा_संगठन_भारत <url>,वजह चाहे जो भी हो हमें अपने राजनेताओ के लिए ऐसे अपशब्द इस्तेमाल नहीं करना चाहिए ।,['Warning-of-Consequences'],Offensive
509,A9J41F0FTR2R7,ঐ খানকি তর মায়রে চুদি,আপনার মন্তব্য অবান্তর। আপনি মানসিক চিকিৎসা করান।,['Shaming'],Hate
1319303757650259969,A1K5CHKFJJ7IF8,मुझे लगता है कि <user> पर कानूनी कार्रवाई उचित नहीं है सभी हिंदू भाई चलकर इस मादरजात रंडी की औलाद की मॉब लिचिंग कर दो क्योंकि इसने अब कोई विकल्प नहीं छोड़ा है हम सब हिंदुओं के सामने ये कुतिया का पिल्ला इसी के लायक है,कोई कितना भी बुरा हो पर आप कानून को हाथ में लेकर कानून की अवहेलना नहीं कर सकते है। अवहेलना की वजह से आपको सजा हो सकती है।,['Warning-of-Consequences'],Hate
464,A1HFJSETMNC7BF,কদম গাছে উঠিয়া আছে কানু হারামজাদা   মা তুই জলে না যাইয়ো ।।    *** তুই খানকি  আমার কথা নয় আপনার বলুন ।    নিজের কাজ নিজের পরিচয়  আপনার পরিচয়...,আপনার কথা টা ঠিক। কিন্তু বলার ধরন টা নোংরা। গালিগালি না দিয়ে কথা টা বললেও হতো।,['Empathy'],Offensive
4,A1HFJSETMNC7BF,90% মুসলিম নেতা চোর ছাচোর ওরা নিজেদের আখের গুছাতে ব্যাস্ত .শিক্ষিত ও উমান্দার মুসলমানদের এগিয়ে আস্তে হবে রাজনীতিতে .,"আপনি যদি বলতেন বেশির ভাগ নেতারা চোর তাও মেনে নিতাম, কিন্তু আপনি মুসলিম নেতাদেরই খালি চোর বলছেন সেটা ভীষণ অন্যায়, জাত পাতের ভিত্তিতে কাউকে ছোটো করবেন না।","['Empathy', 'Shaming']",Normal
1325013918922625024,A192KQDPFF4HN1,@meera_singh_15 @Raziya_0786 बुरा तो तुम्हे तब लगता जब तुम हिन्दू नही होते । अब हिन्दू हो तो बुरा क्यों लगे । तुम्हे रंडी कहा तब तुम्हे बुरा लगा क्यों कि तुम रंडी हो नही पर हरकते रंडी वाली है ।,सुधर जाओ और तमीज से बात करो। वरना कोई तुम्हें अपना वक़्त नहीं देगा। ऐसे गाली देना अच्छा लगता है लेकिन सब कोई तुमसे धीरे धीरे नाता तोड़ देगा।,"['Shaming', 'Warning-of-Consequences']",Normal
5159,ARK4WBXJISCNB,@RahulGandhi काहे का शर्मिंदा हैं बे जितने भी देश हित के काम हुये है तुम लोगो ने उसका विरोध किया ओर जनता को भडकाया हैं बे साला चुनोती से तो सरकार निपटती पर तुम जेसे चूतियो से हमे निपटना पड्ता हैं,मीडिया एक उदार राष्ट्र की रीढ़ है। पत्रकारों को धमकाना और बदनाम करना अभिव्यक्ति की स्वतंत्रता की भावना को खतरे में डाल सकता है।,['Warning-of-Consequences'],Hate
1321741235007021056,A3G1FS1OIFEDKD,<user> मैं तो भाले की नोक पर बिठाकर पूछना चाहिए आनंद आ रहा है क्या तुम जैसे सूअरों की वजह से ही आज हिंदू इतना उग्र रूप धरे हुए मादरचोद कहीं,कुछ उपद्रवियों की कार्रवाई के लिए किसी धार्मिक समुदाय को दोष देना अतार्किक है,['Warning-of-Consequences'],Hate
1311540869804195840,A1K5CHKFJJ7IF8,<user> हिंदू धर्म हे वेगवेगळ्या जातीच्या उतरंडीचं गटार आहे. हिंदू धर्म चार वर्ण मे फसे अनेक जातीयो का गटर है..,ग-र शब्द सम्मान जनक चीजो के लिए सही नहीं है।,"['Shaming', 'Warning-of-Consequences']",Hate
431,A9J41F0FTR2R7,তোর মত খানকি মাগি বিয়ের  আগে বাসর করে সব শেষ করে দেস। বিয়ের পরে স্বামী দেখে যে তোর দুধের সাইজ তোর ভোদায় গিয়ে পড়ছে । আর ভোদার সাইজ দেখে বেচারা বেহুশ । সাগর আর সাগর।,উক্ত মহিলার উপর আপনার ক্ষোভ প্রকাশের থেকে আপনার মানসিকতার পরিচয় বেশি ভালো পাওয়া যাছে। আপনি আপনার ভাষা দিয়ে উক্ত মহিলা কে যা অসম্মান করেছেন তাতে এমনি মানসিক    অশীলতার পরিচয় দিয়ে দিয়েছেন।,['Humour'],Hate
16,A1HFJSETMNC7BF,"MCA করে copy paste করছিস হারেমের হারামি  😂 😂😂 Feeling tired ??😂 😂 শোন, মড়া ছুচোর নাড়িভুঁড়ি ভাতের সাথে মেখে খা , বুদ্ধি বাড়বে রে হিজড়ে জলঢোড়া ।😂",আপনি তো অনেক গবেষণা করেছেন দেখছি। তা আপনার বুদ্ধি বেড়েছে? এই যুগান্তকারী আবিস্কারটার কথা লোকজনকে প্রচার করেছেন।,['Humour'],Offensive
297,A9J41F0FTR2R7,কেন প্রবাসীরা তোর আর মাইরে চুদেছে খানকি,"আপনি নিজের চরকায় তেল দিন,কোন প্রবাসী কি করছে কেন করছে সে সব না ভেবে মস্তিকর একটু চিকিৎসা করুন খুবই দরকার আপনার জন্য।","['Humour', 'Shaming']",Hate
22,A1HFJSETMNC7BF,"আমি কি তোর মত অত সুন্দর দেখতে নাকি !? কি সুন্দর ছবিটা রে লোমছেড়া! তুই বুড়োভামটার বিপ্লবী পোঁদ থেকে মুত পড়ছে আর তোর পাতানো সমাজতান্ত্রিক বাবা সেই মুত ধরছে।😂 এটা তোর অন্য twitter accountএ দিয়ে দে রে বেজন্মাপুঁজ,বলা যায়না তো,মৃত কিষাণজীও like দিতে পারে ।😂","এই রকম বিশ্রী ভাষায় কাউকে অপমান করার চেষ্টা করলে, সে কিন্তু অপমানিত হবেনা। বরং সোশ্যাল মিডিয়াকে নোংরা করার জন্য সবাই আপনাকে ব্লক করবে।",['Warning-of-Consequences'],Offensive
746,A9J41F0FTR2R7,".... ফেসবুক-ই ভালো,  টুইটার আর আগের মত নাই,  টুইটার এখন পতিতা-দের দখলে, পতিতায় ভরপুর এ টুইটার.....  example ( ফ্রি আছ,ফ্রি আছি, আড্ডা দিবা,আমি একা থাকি, নাম্নার লাগবে,  বাল -ছাল)","আপনার চোখেই এইসব পরে। আপনি ভালো পোস্ট ফলো করুন, তাহলে এগুলো কমলেও কমতে পারে।",['Shaming'],Hate
1017,A1HFJSETMNC7BF,"ব্লক খা শয়তানের নানি  তোর সাথে কে বন্ধুত্ব করবে   মোটি বেয়াদব, শয়তানের হাড্ডি   টুইটারের ছেলেদের খারাপ বানাইতে আইছোস  বেয়াদব","কেউ যদি ভুল্ভাল কাজ সোশ্যাল মিডিয়াতে করে অবশ্যই তাকে ব্লক করুন, কিন্তু সেটা করার আগে এই রকম অশ্লীল ভাষার প্রয়োগের কোনো দরকার নেই। এতে বরং আপনার সম্মান হানি হতে পারে।","['Affliation', 'Warning-of-Consequences']",Offensive
39,A1HFJSETMNC7BF,তোর মাকে চুদি খানকি মাগির ছেলে,আপনার মতো লোকেরা স্ত্রীজাতিকে অপমান করা ছাড়া জীবনে আর কিছু শেখেইনি। আপনার মা আপনার এই মন্তব্য দেখলে আপনার ওপর খুব গর্ব করবে তো?,"['Shaming', 'Warning-of-Consequences']",Offensive
1360168716999118848,A1K5CHKFJJ7IF8,<user> और हामिद अंसारी क्यों बोले गा उसको बाप बना रखा है क्या हिंदुओ ने । हिंदू खुद नी बोल सकते क्या हिज्डे साले ।  असली गुनहगार हिंदू है उसने ये सब होने दिया । उसने अपने वेद पुराण छोड़ कर गांधी का अहिंसा का लॉलीपॉप चूसा हैं। हिंदू ने उस 2 टके के रंडीबाज चाचा को इस देश की बागडोर दी।,आपकी भाषा हिन्दू वाली नहीं है एक सच्चा हिन्दू अपने बड़ो का अपमान नहीं करता है। जबकि उन बड़ो ने देश के हित के बहुत से शुभ काम किये है।,['Shaming'],Hate
65,A1HFJSETMNC7BF,"চুদানির পোয়া তুই জারজের বাচ্চা জারজ না হলে রিয়েল নামে আসতি, জন্ম তো রাস্তায়, শেয়াল কুকুরের চুদায়। নাম দেয়ার তো কেউ ছিলো না খানকির পোলা। নিজে জারজের বাচ্চা তুই, সবাইকে একই লাগবে তো খানকির পোলা।","কেউ আত্মগোপন করলেও আপনি অধিকার পেয়ে যান না, তাকে উত্ত্যক্ত করে গালিগালাজ করার।",['Shaming'],Normal
897,A1HFJSETMNC7BF,"খানকি মাগি তুই একটা পতিতা,গরুর মূত্র খেয়ে জীবন যাপন করছ তোদের মুখ থেকে ভালো কিছু বাহির হবে না।",আপনি অশ্লীল ভাষা ব্যবহার করে পিএইচডি  প্রাপ্ত করেছেন। এইবার বাসায় গিয়ে ঘুমাও।,['Humour'],Offensive
1335326039258537984,A11W0WTHM4U2G0,<user> या तो तुम भी मुगलों के हरम की रंडियों के नाजायज औलाद हो मुसलमानों की तरह । या फिर तुम अनपढ़ गवार हो । तुम्हारा पति कैसा भी है वह तुम्हारा पति है । पति सबका सेक्स के लिए तड़पता है । हां अगर तुम टॉप दर्जे की रंडी हो तो तुम्हें शादी ही नहीं करना चाहिए था । हिंदू मेरे जैसा मिला नहीं,किसी भी धर्म की बारे में जाने बिना कुछ अपशब्द कहना सही नहीं है ।,['Warning-of-Consequences'],Normal
1295279483587624962,A1HFJSETMNC7BF,"@ekra200 মারহাবা,,,, মালাউন নিপাত যাক, কাশ্মীর মুক্তি পাক","বন্ধু, দয়া করে বিনীত হোন এবং সবাইকে ভালোবাসুন। আমরা হিন্দুদের শত্রু নই। আমরা একটি শান্তিপূর্ণ সম্প্রদায় এবং আমরা সহিংসতা পছন্দ করি না।","['Affliation', 'Empathy']",Hate
420,A1HFJSETMNC7BF,এই সব বেশ্যা এগুলা বলার সাহস কোথায় থেকে পায়...?ওর সামনে পাইলে জুতাপেটা করতাম খানকি।😡😡😡😡,আপনি সামনে পাবেন না বলেই হয়তো আপনার মুখ দিয়ে এত সুন্দর গালি বেরোচ্ছে। হয়তো আপনার ক্ষেত্রে ব্যাপার টা উল্টো হতো।,['Humour'],Offensive
hi_hasoc_2021_5394,ARK4WBXJISCNB,वो बुज़दिल क़ौम है जो जेल में बंद एक शख़्स से डर जाए उसकी शख़्सीयत को सलाम  #JusticeForShahabuddin https://t.co/zplRIXNJvr,मैं तुम्हारे विचारों से बहुत नाराज़ हूँ। कृपया दिशानिर्देशों का पालन करें अन्यथा मैं यह सुनिश्चित करूंगा कि आपको मंच से जीवन भर के लिए निलंबित कर दिया जाए।,['Warning-of-Consequences'],Hate
189,ARK4WBXJISCNB,साफ साफ बोल ना मादरचोद भगवा रंग से दिक्कत है कम से कम इंडिया टीम की तो इज्जत करता भोसडीके,आप दूसरों का अनादर करके उनका अपमान न करने की बात करते हैं। यह उन्हें आपसे अलग कैसे बनाता है? कृपया बेहतर व्यवहार करें।,"['Humour', 'Hypocrisy']",Hate
484,A9J41F0FTR2R7,ভাবছে ছিঃ ছিঃ এতো বড় খানকি রেন্ডি মেয়ে জন্মদিছে কোন সালায়।। দিনের বেলায় সবার সামনে পর পুরুষের সাথে ঘষা ঘষি করে।।,আপনার বিকৃত মস্তিষ্কের চিকিৎসা করুন।আপনার ভাষা যদি এরকম হয় তাহলে আপনার ব্যাবহার মানসিকতা কে আমার ভেবেই ভয় লাগছে।,"['Shaming', 'Warning-of-Consequences']",Hate
1377108273329938432,A1K5CHKFJJ7IF8,अगर संबंध सुधारने ही है तो फिर ये ट्वीट पढ़ लेना और फिर कभी बॉयकॉट वाला रंडीरोना मत करना।  देशभक्ति का सारा भार हिंदू मध्यमवर्गीय परिवार अपने कंधों पर लेकर नहीं चल सकता। <url>,अगर संबंध सुधारने ही है तो पहले अपने आप को सुधारना जरुरी है। फ़ालतू के बखेड़े से सबसे ज्यादा भार मध्यमवर्गीय परिवार के कंधों पर आता है बात सही है।,['Affliation'],Hate
544,ARK4WBXJISCNB,"@AMISHDEVGAN इस हरामी की सदस्यता रद्द होनी ही चाहिए ... bsdka टिकट ब्लैक करता था उसकी औकात उतनी ही थी ... कृपया इस कमीने के खिलाफ आवाज उठाये ... 

आप पार्टी थर्ड क्लास पार्टी","सिर्फ इसलिए कि आप किसी पार्टी को पसंद नहीं करते, उसे थर्ड क्लास मत कहिए। इससे लोगों के बीच नफरत और हिंसा हो सकती है और इसलिए सावधान रहना चाहिए।","['Hypocrisy', 'Warning-of-Consequences']",Hate
326,A1HFJSETMNC7BF,তর আর তর মায়ের বোদা কুত্তা দিয়ে চোদামু।,এ ধরনের কুরুচিপূর্ণ মন্তব্য করে সকল নারী জাতির অবমাননা করছেন। একজন সদয় ব্যক্তি হন।,"['Empathy', 'Shaming']",Offensive
228,A1HFJSETMNC7BF,গোর যেই দুধ মনে হয় তো টাকায় চোদা লস  খানকি মাগি আবার আইছোস প্রেম করতে,"আপনার এই কথায় মেয়েটি অপমানিত হচ্ছেন না, আসল অপমানিত হচ্ছেন আপনি।",['Warning-of-Consequences'],Offensive
272,A1HFJSETMNC7BF,খানকি মাগি মিথ্যে  বাদি ডাইনি হাছিনা থু,"দেশের প্রধানমন্ত্রীকে সম্মান করতে শিখুন, এইরকম অপমান জনক কথার জন্য আপনার জেল হতে পারে।",['Warning-of-Consequences'],Offensive
927,A1HFJSETMNC7BF,"তুই তো বেশ্যা,শিক্ষিতো পতিতা,, এটা তুই কেন সবাই জানে,,,",মানুষকে গালিগালাজ না করে কথা বলতে শিখুন।,['Shaming'],Offensive
