ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans,hatespeech_transBack,counterspeech_transBack
248,A1HFJSETMNC7BF,তুই সাধারণ মেয়ে না।  তুই একটা খানকি মাগি। তোর হাত পায়ের আঙ্গুল দেখে চিনে ফেলেছি তুই কে।,"আপনি ওই মহিলার হাত পায়ের আঙ্গুল কবে আর কিকরেই বা দেখলেন?আর এই ভাবে মানুষ চিনতে পারেন ,আপনি তো বিষ্ময়কর মানুষ।",['Humour'],Offensive,"आप साधारण लड़की नहीं हैं। आप खंकी भिखारी हैं। अपने हाथों को पैर की उंगलियों को देखकर, मैंने पहचाना कि आप कौन हैं।",आपने महिला के हाथों और उसके पैर की उंगलियों को कब देखा?,আপনি কোনও সাধারণ মেয়ে নন। আপনি ভিক্ষুক। পায়ের আঙ্গুলের দিকে আপনার হাতের দিকে তাকিয়ে আমি স্বীকৃতি দিয়েছি আপনি কে।,আপনি কখন মহিলার হাত এবং তার পায়ের আঙ্গুলগুলি দেখেছেন?
248,A1HFJSETMNC7BF,তুই সাধারণ মেয়ে না।  তুই একটা খানকি মাগি। তোর হাত পায়ের আঙ্গুল দেখে চিনে ফেলেছি তুই কে।,হাত পায়ের আঙ্গুল দেখে আপনি মানুষ চিনে ফেলেন? তাহলে তো আপনি বড়ো জ্যোতিষী দেখছি।,['Humour'],Offensive,"आप साधारण लड़की नहीं हैं। आप खंकी भिखारी हैं। अपने हाथों को पैर की उंगलियों को देखकर, मैंने पहचाना कि आप कौन हैं।",क्या आप अपने हाथ देखकर लोगों को पहचानते हैं? तो आप बड़े ज्योतिषी को देख रहे हैं।,আপনি কোনও সাধারণ মেয়ে নন। আপনি ভিক্ষুক। পায়ের আঙ্গুলের দিকে আপনার হাতের দিকে তাকিয়ে আমি স্বীকৃতি দিয়েছি আপনি কে।,আপনি কি আপনার হাত দেখে লোককে চিনতে পারেন? সুতরাং আপনি বড় জ্যোতিষীর দিকে তাকিয়ে আছেন।
43,A1HFJSETMNC7BF,"তুই তো খানকি । সোনার বাংলা নয় মেয়েদের রেপের বাংলা হবে যেমন uttar pradesh দেখেনে ইন্ডিয়ান 1 no রেপ সেন্টার বিজেপি মুখমন্ত্রী আছে, কোন লজ্জা বলিস তুই,যারা কোনো পদ পাচ্ছেনা তবু ঢুকছে তারা 300cr করে পেয়েছে তাই গাদ্দার সব যা ইচ্ছে করছে।  টাকা দিচ্ছে মিটিংতে যাচ্ছিকিন্তূ ভোট tmc,cpm","রাজনৈতিক মতবিভেদ থাকতেই পারে, তারমানে এই নয় তার বহিঃ প্রকাশ আপনি অশ্লীল ভাষা প্রয়োগ করে ব্যাক্ত করবেন। দয়া করে নিজেকে শোধরানোর চেষ্টা করুন আর অন্যদের অপমান করা বন্ধ করুন।",['Shaming'],Offensive,"तुम एक खंकी हो। सोनार बंगला लड़कियों का रैप नहीं होगा, जैसे कि उत्तर प्रदेश, इंडियन 1 नो रेप सेंटर में भाजपा मंत्री है, कोई शर्म की बात है, आपको कोई पद नहीं मिल रहा है, लेकिन वे 300 सीआर प्राप्त कर रहे हैं, इसलिए गद्दार सब कुछ चाहता है। पैसा बैठक में जा रहा है लेकिन टीएमसी, सीपीएम को वोट दें","राजनीतिक मतभेद हो सकते हैं, लेकिन यह अश्लील भाषा को लागू करके इसकी अभिव्यक्ति नहीं है। कृपया अपने आप को सही करने का प्रयास करें और दूसरों का अपमान करना बंद करें।","আপনি একটি মুক্তো। সোনার বাংলো গার্লসকে জড়িয়ে দেওয়া হবে না, যেমন উত্তর প্রদেশের বিজেপি মন্ত্রী, ভারতীয় 1 কোনও ধর্ষণ কেন্দ্র, কোনও লজ্জা নেই, আপনি কোনও অবস্থান পাচ্ছেন না, তবে তারা 300 কোটি পাচ্ছেন, তাই বিশ্বাসঘাতকরা সবকিছু চায় অর্থ সভায় যাচ্ছে তবে টিএমসি, সিপিএমকে ভোট দিন",রাজনৈতিক পার্থক্য থাকতে পারে তবে এটি অশ্লীল ভাষা প্রয়োগ করে কোনও অভিব্যক্তি নয়। নিজেকে সংশোধন করার চেষ্টা করুন এবং অন্যকে অপমান করা বন্ধ করুন।
43,A1HFJSETMNC7BF,"তুই তো খানকি । সোনার বাংলা নয় মেয়েদের রেপের বাংলা হবে যেমন uttar pradesh দেখেনে ইন্ডিয়ান 1 no রেপ সেন্টার বিজেপি মুখমন্ত্রী আছে, কোন লজ্জা বলিস তুই,যারা কোনো পদ পাচ্ছেনা তবু ঢুকছে তারা 300cr করে পেয়েছে তাই গাদ্দার সব যা ইচ্ছে করছে।  টাকা দিচ্ছে মিটিংতে যাচ্ছিকিন্তূ ভোট tmc,cpm","আপনার এই পোস্ট সমাজে হিংসা ও অরাজকতা ছড়াবে, বিদ্বেষপূর্ণ কথা বলা বন্ধ করুন।",['Warning-of-Consequences'],Offensive,"तुम एक खंकी हो। सोनार बंगला लड़कियों का रैप नहीं होगा, जैसे कि उत्तर प्रदेश, इंडियन 1 नो रेप सेंटर में भाजपा मंत्री है, कोई शर्म की बात है, आपको कोई पद नहीं मिल रहा है, लेकिन वे 300 सीआर प्राप्त कर रहे हैं, इसलिए गद्दार सब कुछ चाहता है। पैसा बैठक में जा रहा है लेकिन टीएमसी, सीपीएम को वोट दें","आपकी पोस्ट समाज में ईर्ष्या और अराजकता फैल जाएगी, बात करना बंद कर देगी।","আপনি একটি মুক্তো। সোনার বাংলো গার্লসকে জড়িয়ে দেওয়া হবে না, যেমন উত্তর প্রদেশের বিজেপি মন্ত্রী, ভারতীয় 1 কোনও ধর্ষণ কেন্দ্র, কোনও লজ্জা নেই, আপনি কোনও অবস্থান পাচ্ছেন না, তবে তারা 300 কোটি পাচ্ছেন, তাই বিশ্বাসঘাতকরা সবকিছু চায় অর্থ সভায় যাচ্ছে তবে টিএমসি, সিপিএমকে ভোট দিন","আপনার পোস্টটি সমাজে হিংসা এবং বিশৃঙ্খলা ছড়িয়ে দেবে, এটি কথা বলা বন্ধ করবে।"
47,A1HFJSETMNC7BF,তুই কোথাকার জারজ সন্তানরে! বেয়াদবের বাচ্চা! বাংলাদেশটা তর বাপ-দাদার পৈত্রিক সম্পত্তি নাকি!,"কোনো দেশ তার পৈত্রিক সম্পত্তি না হলেও, তার দেশের হিতে কথা বলতে সব নাগরিক পারে। আপনিও বলতে পারেন কিন্তু একটু ভালো ভাষায় বললে সবাই ভালো ভাবে শুনবে।",['Affliation'],Offensive,आप बच्चे में कहाँ हैं! बच्चा! बांग्लादेश पूर्वज की पैतृक संपत्ति है!,"यद्यपि एक देश इसकी पैतृक संपत्ति नहीं है, लेकिन सभी नागरिक अपने देश में बोल सकते हैं। आप यह भी कह सकते हैं लेकिन अगर आप थोड़ा बेहतर कहते हैं, तो हर कोई अच्छी तरह से सुनेगा।",আপনি কোথায় আছেন সন্তানের মধ্যে! শিশু বাংলাদেশ পূর্বপুরুষের পূর্বপুরুষের সম্পত্তি!,"যদিও একটি দেশ তার পৈতৃক সম্পত্তি নয়, সমস্ত নাগরিক তাদের দেশে কথা বলতে পারে। আপনি এটিও বলতে পারেন তবে আপনি যদি আরও ভাল বলেন তবে সবাই ভাল শুনবে।"
47,A1HFJSETMNC7BF,তুই কোথাকার জারজ সন্তানরে! বেয়াদবের বাচ্চা! বাংলাদেশটা তর বাপ-দাদার পৈত্রিক সম্পত্তি নাকি!,"শান্ত হন বন্ধু। সবাই সব দেশ নিয়ে আলোচনা করতেই পারে, যদি সেটা রুচিশীল না হয় তাহলে আপনি সেই পোস্ট রিপোর্ট করুন, অযথা গালিগালাজ না করে।","['Affliation', 'Empathy']",Offensive,आप बच्चे में कहाँ हैं! बच्चा! बांग्लादेश पूर्वज की पैतृक संपत्ति है!,"शांत मित्र हर कोई सभी देशों पर चर्चा कर सकता है, अगर यह दिलचस्प नहीं है तो आप उस पोस्ट की रिपोर्ट करते हैं, अनावश्यक रूप से अपमानजनक नहीं।",আপনি কোথায় আছেন সন্তানের মধ্যে! শিশু বাংলাদেশ পূর্বপুরুষের পূর্বপুরুষের সম্পত্তি!,"শীতল বন্ধু প্রত্যেকে সমস্ত দেশ নিয়ে আলোচনা করতে পারে, যদি এটি আকর্ষণীয় না হয় তবে আপনি সেই পোস্টটি প্রতিবেদন করুন, অযথা অবমাননাকর নয়।"
49,A1HFJSETMNC7BF,কিডনি কেন।তোমার ছেয়ে  ও তোমার দুধ দুইটা বড় বড় এটি বেছলেও হয় খানকি।,আপনি নিজের মানসিকতা পালটান। সব জায়গায় যৌনতা নিয়ে আলোচনা করবেন না।,['Shaming'],Offensive,किडनी क्यों। आपका दूध और आपका दूध दो बड़े हैं और यह खंकी है।,आप अपनी मानसिकता बदलते हैं। हर जगह सेक्स पर चर्चा न करें।,কেন কিডনি। আপনার দুধ এবং আপনার দুধ দুটি বড় এবং এটি একটি মশলা।,আপনি আপনার মানসিকতা পরিবর্তন। সর্বত্র যৌনতা নিয়ে আলোচনা করবেন না।
49,A1HFJSETMNC7BF,কিডনি কেন।তোমার ছেয়ে  ও তোমার দুধ দুইটা বড় বড় এটি বেছলেও হয় খানকি।,কারোর শারীরিক গঠন নিয়ে নোংরা মন্তব্য করা উচিত নয়। এতে লোকেরা আপনাকেই খারাপ ভাববে।,['Warning-of-Consequences'],Offensive,किडनी क्यों। आपका दूध और आपका दूध दो बड़े हैं और यह खंकी है।,किसी को किसी की शारीरिक संरचना पर टिप्पणी नहीं करनी चाहिए। लोग सोचेंगे कि आप बुरे हैं।,কেন কিডনি। আপনার দুধ এবং আপনার দুধ দুটি বড় এবং এটি একটি মশলা।,কারও শারীরবৃত্তীয় কাঠামোর বিষয়ে কারও মন্তব্য করা উচিত নয়। লোকেরা ভাববে যে আপনি খারাপ।
254,A9J41F0FTR2R7,খানকি বুড়ি হলে চৌরাস্তার মোড়ে পায়খানা করে গালি খাওয়ার জন্য। কারণ এখন তো কেউ তাকে চোদে না। তোর অবস্থা ঠিক তেমনি।,আপনি মহিলাদের মানুষ বলে গণ্য করেন না। গালিগালাজ বন্ধ করুন। কার কি অবস্থা আপনার দেখে কাজ নেই।,['Shaming'],Hate,"यदि खंकी पुरानी है, तो चौराहे के चौराहे पर कोठरी अपमानजनक है। क्योंकि अब कोई भी उसे चूमता नहीं है। आपकी हालत ऐसी ही है।",आप महिलाओं को लोगों के रूप में नहीं मानते हैं। दुरुपयोग बंद करो। कौन यह देखने के लिए काम नहीं करता है कि स्थिति क्या है।,যদি পিইজিগুলি পুরানো হয় তবে ছেদ ছেদটি ছেদটি অবমাননাকর। কারণ এখন কেউ তাকে চুমু দেয় না। আপনার অবস্থা এ জাতীয়।,আপনি মহিলাদের মানুষ হিসাবে বিবেচনা করেন না। অপব্যবহার বন্ধ করুন। পরিস্থিতি কী তা দেখার জন্য কে কাজ করে না।
254,A9J41F0FTR2R7,খানকি বুড়ি হলে চৌরাস্তার মোড়ে পায়খানা করে গালি খাওয়ার জন্য। কারণ এখন তো কেউ তাকে চোদে না। তোর অবস্থা ঠিক তেমনি।,"আপনি যে মহিলার প্রতি এই ভাষা ব্যবহার করেছেন তিনি একজন বৃদ্ধা তিনি শারীরিক অসুস্থতার জন্য যাই করুক আপনার বরং তেনাকে সাহায্য করা উচিত বলে আমার মনে হয়, উনি যদি ভুল কিছু করেও থাকেন সেটা ভালো ভাষা তেও বলা যায়।এবং কারুর  অসহায় অবস্থার মজা করে কারুর সাথে তুলনা করা কখনোই উচিত নয়।",['Empathy'],Hate,"यदि खंकी पुरानी है, तो चौराहे के चौराहे पर कोठरी अपमानजनक है। क्योंकि अब कोई भी उसे चूमता नहीं है। आपकी हालत ऐसी ही है।","जिस महिला को आप इस भाषा का उपयोग करते थे, वह एक बूढ़ा आदमी है जिसे वह शारीरिक बीमारी के लिए मदद करनी चाहिए, मुझे लगता है कि अगर वह कुछ गलत कर रहा है, तो इसे एक अच्छी भाषा में कहा जा सकता है। कभी नहीं।",যদি পিইজিগুলি পুরানো হয় তবে ছেদ ছেদটি ছেদটি অবমাননাকর। কারণ এখন কেউ তাকে চুমু দেয় না। আপনার অবস্থা এ জাতীয়।,"আপনি যে মহিলাকে এই ভাষাটি ব্যবহার করতেন তিনি একজন বৃদ্ধ পুরুষ যাকে তিনি শারীরিক অসুস্থতার জন্য সহায়তা করা উচিত, আমি মনে করি তিনি যদি কিছু ভুল করছেন তবে এটিকে একটি ভাল ভাষায় বলা যেতে পারে। কখনও না।"
55,A1HFJSETMNC7BF,"বাব্বাহ, বেশ্যা মাগীদের মতোই তো হাসি দিতে জানিস দেখি। লেগে থাক, এই ব্যবসায় নাম করতে পারবি তুই। তুই পোঁদ মারা দিয়েই তোর গুষ্ঠির আগের রেকর্ড ছাড়িয়ে যেতে পারবি।","কারোর সামান্য হাসি দেখে আপনি এতটা অকথ্য ভাষায় গালিগালাজ করছেন, নিজের ভাষা ঠিক করুন।",['Shaming'],Offensive,"बाबा, वेश्या की तरह, मुझे पता है कि कैसे हंसना है। बने रहें, आप इस व्यवसाय को नाम दे सकते हैं। आप अपने कूल्हों को मारकर अपने पिछले रिकॉर्ड को पार कर सकते हैं।","किसी की छोटी मुस्कान को देखकर, आप इस तरह की असंगत भाषा में अपमानजनक हैं, अपनी भाषा को ठीक करें।","বাবা, পতিতার মতো, আমি কীভাবে হাসতে জানি। থাকুন, আপনি এই ব্যবসায়ের নাম রাখতে পারেন। আপনি আপনার পোঁদ হত্যা করে আপনার আগের রেকর্ডটি অতিক্রম করতে পারেন।","কারও ছোট হাসি দেখে আপনি এইরকম বেমানান ভাষায় অবমাননাকর, আপনার ভাষাটি ঠিক করুন।"
55,A1HFJSETMNC7BF,"বাব্বাহ, বেশ্যা মাগীদের মতোই তো হাসি দিতে জানিস দেখি। লেগে থাক, এই ব্যবসায় নাম করতে পারবি তুই। তুই পোঁদ মারা দিয়েই তোর গুষ্ঠির আগের রেকর্ড ছাড়িয়ে যেতে পারবি।","দুঃখ হয় এই ভাবে, কোনো মহিলা একটু মন খুলে হাসলে তাকে এতটা অবমাননা সহ্য করতে হবে? ঠাণ্ডা মাথায় একটু নিজের কথা গুলো ভেবে দেখবেন।",['Empathy'],Offensive,"बाबा, वेश्या की तरह, मुझे पता है कि कैसे हंसना है। बने रहें, आप इस व्यवसाय को नाम दे सकते हैं। आप अपने कूल्हों को मारकर अपने पिछले रिकॉर्ड को पार कर सकते हैं।","अफसोस की बात है कि अगर कोई महिला थोड़ी हंसती है, तो उसे इतनी अवमानना ​​को सहन करना होगा? ठंडे सिर में अपने शब्दों के बारे में सोचें।","বাবা, পতিতার মতো, আমি কীভাবে হাসতে জানি। থাকুন, আপনি এই ব্যবসায়ের নাম রাখতে পারেন। আপনি আপনার পোঁদ হত্যা করে আপনার আগের রেকর্ডটি অতিক্রম করতে পারেন।","দুঃখের বিষয়, যদি কোনও মহিলা কিছুটা হাসেন তবে তাকে কি এমন অবজ্ঞার বহন করতে হবে? ঠান্ডা মাথায় আপনার কথাগুলি সম্পর্কে চিন্তা করুন।"
261,A1HFJSETMNC7BF,"খানকি মাগির বাচ্চারা, ১০০০ বাপের পোলা তোরা।","একটু লেখাপড়া করলে এমন মন্তব্য করতেন না। কারোর বাবা একজনই হয়, হাজার জন নয়। যাইহোক পড়ার কোনো বয়স হয়না। এখনো পড়তে পারেন।",['Humour'],Offensive,"खानकी मैगी के बच्चे, 3 पिता के डंडे।","यदि आपने इतनी कम शिक्षा पर कोई टिप्पणी नहीं की। किसी का पिता एक है, एक हजार नहीं। हालांकि, पढ़ने के लिए कोई उम्र नहीं है। फिर भी पढ़ा","খঙ্কি ম্যাগির সন্তান, 3 বাবার খুঁটি।","আপনি যদি এ জাতীয় নিম্ন শিক্ষার বিষয়ে মন্তব্য না করেন। কারও বাবা এক, এক হাজার নয়। তবে পড়ার মতো বয়স নেই। এখনও পড়ুন"
261,A1HFJSETMNC7BF,"খানকি মাগির বাচ্চারা, ১০০০ বাপের পোলা তোরা।","নিজের সময়টা নিজের ভালো কাজে লাগান, অযথা কটু উক্তি করায় ব্যস্ত থেকে নিজের ভবিষ্যৎ খারাপ করবেন না।",['Warning-of-Consequences'],Offensive,"खानकी मैगी के बच्चे, 3 पिता के डंडे।","अपने समय का उपयोग करें, अपने भविष्य को एक कड़वे बयान के साथ व्यस्त से बदतर न बनाएं।","খঙ্কি ম্যাগির সন্তান, 3 বাবার খুঁটি।","আপনার সময়টি ব্যবহার করুন, তিক্ত বিবৃতি দিয়ে ব্যস্ততার চেয়ে আপনার ভবিষ্যতকে আরও খারাপ করবেন না।"
121,A1HFJSETMNC7BF,"সব গুলো মাদার চোদ। খানকি মাগির পুলারা এক মাগির জন্য।  টাইম লাইন শেষ হচ্ছে,","টাইম লাইন শেষ হয়েছে কিনা জানিনা, তবে আপনি গালিগালাজ বন্ধ করতে পারেন।",['Shaming'],Offensive,"सभी माँ चोद। एक मागी के लिए खंकी मागी पुलरा। समय रेखा समाप्त हो रही है,","मुझे नहीं पता कि टाइम लाइन खत्म हो गई है या नहीं, लेकिन आप गाली देना बंद कर सकते हैं।","সব মা চোদ। খঙ্কি মাগি পলুলার জন্য একটি মাগির জন্য। টাইম লাইন শেষ হচ্ছে,",টাইম লাইনটি শেষ হয়েছে কি না তা আমি জানি না তবে আপনি গালি দেওয়া বন্ধ করতে পারেন।
121,A1HFJSETMNC7BF,"সব গুলো মাদার চোদ। খানকি মাগির পুলারা এক মাগির জন্য।  টাইম লাইন শেষ হচ্ছে,","এই রকম মেয়েদের প্রতি কুৎসিত মনোভাব দেখালে, কোনো মেয়েই আপনাকে সম্মান করবেনা।",['Warning-of-Consequences'],Offensive,"सभी माँ चोद। एक मागी के लिए खंकी मागी पुलरा। समय रेखा समाप्त हो रही है,","यदि आप ऐसी लड़कियों के प्रति बदसूरत रवैया दिखाते हैं, तो कोई भी लड़की आपका सम्मान नहीं करेगी।","সব মা চোদ। খঙ্কি মাগি পলুলার জন্য একটি মাগির জন্য। টাইম লাইন শেষ হচ্ছে,",আপনি যদি এই জাতীয় মেয়েদের প্রতি কুৎসিত মনোভাব দেখান তবে কোনও মেয়ে আপনাকে সম্মান করবে না।
273,A1HFJSETMNC7BF,খানকি মাগিদের কাজ এসব। ভাল ঘরের মেয়েরা এই সব লিখতে পারে না।,আপনি তো ভালো ঘরের । আপনি কেন গালাগালি লিখেছেন? মহিলাদের কথায় কথায় গালি দেওয়া বন্ধ করুন।,['Shaming'],Offensive,ये खंकी मागी के काम हैं। अच्छा घर की लड़कियां यह सब नहीं लिख सकती।,तुम एक अच्छा घर हो आपने दुरुपयोग क्यों लिखा? शब्दों में महिलाओं को गाली देना बंद करो।,এগুলি খঙ্কি মাগীর কাজ। ভাল হোম মেয়েরা এই সব লিখতে পারে না।,"আপনি কেন একটি ভাল বাড়ি, আপনি কেন অপব্যবহার লিখলেন? কথায় মহিলাদের গালি দেওয়া বন্ধ করুন।"
273,A1HFJSETMNC7BF,খানকি মাগিদের কাজ এসব। ভাল ঘরের মেয়েরা এই সব লিখতে পারে না।,কে কি লিখবে তার ব্যাক্তিগত ব্যাপার। আপনার তাকে কটু কথা বলে অপমান করার অধিকার নেই।,['Shaming'],Offensive,ये खंकी मागी के काम हैं। अच्छा घर की लड़कियां यह सब नहीं लिख सकती।,व्यक्तिगत रूप से क्या लिखना है। आपको कठोर शब्द कहकर उसका अपमान करने का अधिकार नहीं है।,এগুলি খঙ্কি মাগীর কাজ। ভাল হোম মেয়েরা এই সব লিখতে পারে না।,ব্যক্তিগতভাবে কি লিখবেন। কঠোর কথা বলে তাকে অপমান করার অধিকার আপনার নেই।
274,A1HFJSETMNC7BF,কিরে খানকি মাগি দুধতো খোলা শুরু করছত,আপনি গালিগালাজ করবেন না। আপনার গালিতে কারোর কিছু যায় আসে না।,['Shaming'],Offensive,किरी खंकी मैगी ने दूध खोलना शुरू कर दिया,आप दुरुपयोग नहीं करते। आपके दुरुपयोग के लिए कुछ भी नहीं है।,কিরি খুনি ম্যাগি দুধ খুলতে শুরু করলেন,আপনি অপব্যবহার করবেন না। আপনার অপব্যবহারের জন্য কিছুই নেই।
274,A1HFJSETMNC7BF,কিরে খানকি মাগি দুধতো খোলা শুরু করছত,"লোকজন কে অশ্লীল ভাষায় হেয় করতে চাইলে, উলতে সমাজ আপনাকে হেয় করবে।",['Warning-of-Consequences'],Offensive,किरी खंकी मैगी ने दूध खोलना शुरू कर दिया,"यदि लोग अश्लील भाषा में लोगों को अपमानित करना चाहते हैं, तो समाज आपका अपमान करेगा।",কিরি খুনি ম্যাগি দুধ খুলতে শুরু করলেন,লোকেরা যদি অশ্লীল ভাষায় মানুষকে অপমান করতে চায় তবে সমাজ আপনাকে অপমান করবে।
67,A1HFJSETMNC7BF,তুই তো হিন্দুর বাচ্চা। খানকি মাগির বাচ্চা তুইতো একটা বেশ্যা। দালালী বন্ধ করে তওবা কর বেশ্যাগিরী বন্ধ করে মুসলমান হয়ে যা।,কোনো ধর্ম কে ছোটো করার পাঠ অন্য কোনো ধর্ম শেখায় নি। তাই আপনি গালিগালাজ করে কাউকে ছোটো করবেন না।,"['Empathy', 'Shaming']",Hate,आप एक हिंदू बच्चे हैं। खंकी मैगी का बच्चा एक वेश्या है। ब्रोकरेज को बंद करना और वेश्या का पश्चाताप करना और मुस्लिम बनना।,किसी अन्य धर्म ने किसी भी धर्म को छोटा करने के लिए सबक नहीं सिखाया है। इसलिए आप किसी का दुरुपयोग नहीं करते।,আপনি হিন্দু শিশু। খাকি ম্যাগির বাচ্চা বেশ্যা। দালালি বন্ধ করা এবং অনুতাপ পতিতা এবং মুসলমান হয়ে উঠছে।,"অন্য কোনও ধর্মই কোনও ধর্মকে সংক্ষিপ্ত করার পাঠ শিখেনি। অতএব, আপনি কাউকে অপব্যবহার করবেন না।"
67,A1HFJSETMNC7BF,তুই তো হিন্দুর বাচ্চা। খানকি মাগির বাচ্চা তুইতো একটা বেশ্যা। দালালী বন্ধ করে তওবা কর বেশ্যাগিরী বন্ধ করে মুসলমান হয়ে যা।,জাতি ধর্ম তুলে মানুষকে গালি দেবেন না। স্ত্রী জাতির মর্যাদা দিতে শিখুন।,['Shaming'],Hate,आप एक हिंदू बच्चे हैं। खंकी मैगी का बच्चा एक वेश्या है। ब्रोकरेज को बंद करना और वेश्या का पश्चाताप करना और मुस्लिम बनना।,जाति धर्म को बढ़ाकर लोगों को गाली न दें। पत्नी राष्ट्र की गरिमा देना सीखें।,আপনি হিন্দু শিশু। খাকি ম্যাগির বাচ্চা বেশ্যা। দালালি বন্ধ করা এবং অনুতাপ পতিতা এবং মুসলমান হয়ে উঠছে।,বর্ণ ধর্ম বৃদ্ধি করে মানুষকে গালি দেবেন না। স্ত্রী জাতির মর্যাদা দিতে শিখেন।
278,A1HFJSETMNC7BF,আরে খানকি এবার তোর পাকিস্তানের ফ্লাইট ধরার পালা,অহেতুক কোনো মহিলা কে উত্ত্যক্ত করা বন্ধ করুন । গালিগালাজ করে কথা না বললেও সাধারণ মানুষ কথা বলতে পারেন।,['Shaming'],Offensive,अरे खंकी इस बार अपनी पाकिस्तान की उड़ान को पकड़ने के लिए,"अनावश्यक रूप से एक महिला को परेशान करना बंद करें। यहां तक ​​कि अगर आप अपमानजनक रूप से नहीं बोलते हैं, तो आम लोग बोल सकते हैं।",আরে খাকি এবার আপনার পাকিস্তান ফ্লাইটটি ধরতে,অযথা কোনও মহিলাকে হয়রানি করা বন্ধ করুন। এমনকি যদি আপনি অবমাননাকর কথা না বলেন তবে সাধারণ লোকেরা কথা বলতে পারে।
278,A1HFJSETMNC7BF,আরে খানকি এবার তোর পাকিস্তানের ফ্লাইট ধরার পালা,সবাই সম্মান পাওয়ার যোগ্য। তাই দয়া করে তাকে অপমান করবেন না।,['Empathy'],Offensive,अरे खंकी इस बार अपनी पाकिस्तान की उड़ान को पकड़ने के लिए,हर कोई सम्मान का हकदार है। तो कृपया उसका अपमान न करें।,আরে খাকি এবার আপনার পাকিস্তান ফ্লাইটটি ধরতে,প্রত্যেকে শ্রদ্ধার দাবিদার। সুতরাং দয়া করে তাকে অপমান করবেন না।
282,A1HFJSETMNC7BF,"খানকি মাগি, মুমতাজ বেগম মুসলিমদের সংরক্ষণ দিয়েছে কিন্তু EWS লাগু করেনি কেন রে? মোল্লা র ইয়ে চুসে আর বাঁচবিনা, নদিয়াতে পরের বার হারবি","রাজনৈতিক মতবিরোধ থাকতেই পারে।রাজনীতিতে ধর্ম নিয়ে একচোখামি একটু হলেও থাকে, এটা সত্যি। কিন্তু তাবলে মহিলাদের গালিগালাজ করে কথা না বলাই ভালো।","['Affliation', 'Shaming']",Offensive,"खंकी मागी, मुमताज बेगम ने मुसलमानों को संरक्षित किया है लेकिन ईडब्ल्यूएस ने क्यों लागू नहीं किया? मोला आर यी चस्ट और भाविना, नादिया अगली बार हार्बी","राजनीतिक असहमति हो सकती है। राजनीति में, थोड़ा सा धर्म है, लेकिन यह सच है। लेकिन बेहतर है कि महिलाओं से अपमानजनक रूप से बात न करें।","খুনি মাগি, মমতাজ বেগম মুসলমানদের সংরক্ষণ করেছেন তবে কেন ইডাব্লুএস বাস্তবায়ন হয়নি? মোলা আর ইয়ে চ্যাস্ট এবং ভাবিনা, নাদিয়া পরের বার হার্বি","রাজনৈতিক মতবিরোধ হতে পারে। রাজনীতিতে একটি সামান্য ধর্ম আছে, তবে এটি সত্য। তবে মহিলাদের সাথে আপত্তিজনকভাবে কথা না কথা বলা ভাল।"
282,A1HFJSETMNC7BF,"খানকি মাগি, মুমতাজ বেগম মুসলিমদের সংরক্ষণ দিয়েছে কিন্তু EWS লাগু করেনি কেন রে? মোল্লা র ইয়ে চুসে আর বাঁচবিনা, নদিয়াতে পরের বার হারবি",একজন মহিলা মুখ্যমন্ত্রী কে এই রকম অশ্লীল ভাষায় আক্রমন করার জন্য আপনার কিন্তু জেল হতে পারে। তার অনুগামিরাও আপনাকে ছেরে কথা বলবে না।,['Warning-of-Consequences'],Offensive,"खंकी मागी, मुमताज बेगम ने मुसलमानों को संरक्षित किया है लेकिन ईडब्ल्यूएस ने क्यों लागू नहीं किया? मोला आर यी चस्ट और भाविना, नादिया अगली बार हार्बी",ऐसी अश्लील भाषा पर हमला करने के लिए आपको एक महिला मुख्यमंत्री के लिए जेल हो सकती है। उनके अनुयायी आपसे बात नहीं करेंगे।,"খুনি মাগি, মমতাজ বেগম মুসলমানদের সংরক্ষণ করেছেন তবে কেন ইডাব্লুএস বাস্তবায়ন হয়নি? মোলা আর ইয়ে চ্যাস্ট এবং ভাবিনা, নাদিয়া পরের বার হার্বি",এই জাতীয় অশ্লীল ভাষায় আক্রমণ করার জন্য আপনাকে একজন মহিলা মুখ্যমন্ত্রীর জন্য জেল হতে পারে। তাঁর অনুসারীরা আপনার সাথে কথা বলবে না।
72,A1HFJSETMNC7BF,যে যেমন তার কথা বর্তা তেমন। তুই তোর গুষ্টি সহ প্রবাসে গিয়া চুদা খাইয়া আসছিস। তাই সবাই কে এক মনে করিস।,"ঠিক বলেছেন ""যে যেমন তার কথা বার্তা তেমন""। আপনিও নিজের কথা টা মনে রেখে কথা বলুন।",['Humour'],Offensive,इसी तरह वह बोलता है। आप अपने गुच्छा के साथ निर्वासन में आ रहे हैं। तो हर कोई एक सोचता है।,"यह सही है ""यह उसके शब्दों का संदेश है""। आपको अपने शब्द भी याद हैं।","একইভাবে, তিনি কথা বলেন। আপনি আপনার গুচ্ছ সঙ্গে নির্বাসনে আসছেন। সুতরাং সবাই একটি ভাবেন।","এটি ঠিক ""এটি তাঁর কথার বার্তা""। আপনি আপনার কথাও মনে রাখবেন।"
