ids,annotatorId,texts,counterSpeechs,counterSpeechTypes,textTypes,hatespeech_trans,counterspeech_trans
772,A1HFJSETMNC7BF,আসলে ইদানীং সোশ্যাল মিডিয়া গুলোতে রাস্তার পতিতা এসে ভরে গেছে। প্রতিটি সংকেতিক লেখা দুই টি দিক থাকে পজেটিভ আর নেগেটিভ।  কোন ভদ্র ঘরের মেয়েরা এমন পোষ্ট করবে না এটা ঠিক। মেয়েদের রান্না করা খাবার মেয়েরাও খায়। এসব ফালতু পোষ্টের কোন মানে আছে?,"আপানর কথার সাথে আমি সহমত হতে পারতাম, যদিনা আপনি অশালীন ভাষার ব্যাবহার করতেন।",['Affliation'],Hate,"वास्तव में, सोशल मीडिया पर, सड़क की वेश्या भरी हुई है। प्रत्येक एसोसिएशन के दो पहलू सकारात्मक और नकारात्मक लिखे गए हैं। यह ठीक है कि एक कोमल घर की लड़कियां इस तरह से पोस्ट करेंगी। लड़कियां भी पका हुआ खाना खाती हैं। क्या आपका इन बकवास पोस्टों में कोई अर्थ है?","मैं आपके शब्दों से सहमत हो सकता हूं, जब तक कि आप अभद्र भाषा का उपयोग नहीं करते।"
775,A9J41F0FTR2R7,জম্ম পর তোর মা তোকে একটু বিষ খাবাই মেরে ফেলতো তাহলে একটা পতিতা সংখ্যা কমে যেতো? এতো গালি তোর মা ও শুনতো না,আপনি ভেবে চিন্তে কথা বলুন। গালিগালাজ বন্ধ করুন। কোনো মা তার সন্তানকে বিষ খাইয়ে মারতে পারে না। আর আপনি সেই প্ররোচনা দিচ্ছেন তাও সোশ্যাল মিডিয়ায়।,['Shaming'],Hate,"यदि आपकी माँ ने आपको जन्म के बाद थोड़ा जहर दिया होता, तो वेश्या की संख्या कम हो जाती? आपकी माँ ने इतनी अपमानजनक रूप से नहीं सुना",आप विचार में सोचते हैं। दुरुपयोग बंद करो। कोई भी माँ अपने बच्चे को जहर देकर जहर नहीं कर सकती। और आप सोशल मीडिया पर वह पदोन्नति दे रहे हैं।
775,A9J41F0FTR2R7,জম্ম পর তোর মা তোকে একটু বিষ খাবাই মেরে ফেলতো তাহলে একটা পতিতা সংখ্যা কমে যেতো? এতো গালি তোর মা ও শুনতো না,"আপনার মত ভালো মানসিকতা তো সবার হয় না ,যদি হত তাহলে নিশ্চই সে তার সন্তানের প্রাণ নিত ।","['Humour', 'Shaming']",Hate,"यदि आपकी माँ ने आपको जन्म के बाद थोड़ा जहर दिया होता, तो वेश्या की संख्या कम हो जाती? आपकी माँ ने इतनी अपमानजनक रूप से नहीं सुना","हर कोई आपके जैसी अच्छी मानसिकता नहीं है, अगर यह होता, तो वह निश्चित रूप से अपने बच्चे से मर जाता।"
779,A9J41F0FTR2R7,দুইশত টাকার পতিতা মমতাজ। আজ দেশের সম্মানি ব্যাক্তিদের উপদেশ দিচ্ছে। আপসোস আমি এমন দেশের নাগরিক,"আপনি যেই দেশেরই নাগরিক হন না কেন, কেউ উপদেশ দেওয়ার যোগ্য হলে তার কথা অনেকেই শোনে। তাই তাকে পতিতা বলবেন না।",['Shaming'],Hate,"दो सौ रुपये की वेश्या, मुम्टाज़। आज देश माननीय लोगों को सलाह दे रहा है। उपसोस मैं ऐसे देश का नागरिक हूं","जो भी आप देश के नागरिक हैं, कई लोग उन्हें सुनते हैं यदि कोई सलाह देने के लिए पात्र है। तो उसे वेश्या मत कहो।"
779,A9J41F0FTR2R7,দুইশত টাকার পতিতা মমতাজ। আজ দেশের সম্মানি ব্যাক্তিদের উপদেশ দিচ্ছে। আপসোস আমি এমন দেশের নাগরিক,আপনার পছন্দ না হলে অগ্রাহ্য করুন ।ওনার সেই ক্ষমতা শিক্ষা আছে তাই উনি উপদেশ দিচ্ছেন আপনার যদি মনে হয় উনি ভুল উপদেশ দিচ্ছেন তো আপনিও ওই জায়গা তৈরি করে ওনাকে ভুল প্রমাণ করুন।,['Humour'],Hate,"दो सौ रुपये की वेश्या, मुम्टाज़। आज देश माननीय लोगों को सलाह दे रहा है। उपसोस मैं ऐसे देश का नागरिक हूं","यदि आपको यह पसंद नहीं है। इसे मना करें। उसके पास वह शक्ति शिक्षा है, इसलिए वह आपको सलाह देता है कि क्या आपको लगता है कि वह गलत सलाह दे रहा है, तो आप भी उस जगह को बनाते हैं और उन्हें गलत साबित करते हैं।"
781,A1HFJSETMNC7BF,এগুলা  পতিতা? এরা সব সময় মুসলমানদের নিয়ে কটাক্ষ করবেই। জানাযা হচ্ছে দোয়া করা। কয়জনের হয়েছে প্রশ্ন এই পতিতার কাছে?,আপনি মুসলিম হন বা অন্য কেউ। মানুষকে কটাক্ষ করা বন্ধ করুন। গালিগালাজ দেওয়া বন্ধ করুন।,['Shaming'],Offensive,ये वेश्याएं हैं? वे हमेशा मुसलमानों को देखेंगे। अंतिम संस्कार प्रार्थना करना है। इस वेश्या से कितने सवाल हुए हैं?,आप मुस्लिम हैं या कोई और। लोगों को देखने के लिए बंद करो। दुर्व्यवहार देना बंद करो।
781,A1HFJSETMNC7BF,এগুলা  পতিতা? এরা সব সময় মুসলমানদের নিয়ে কটাক্ষ করবেই। জানাযা হচ্ছে দোয়া করা। কয়জনের হয়েছে প্রশ্ন এই পতিতার কাছে?,"কারোর সম্পর্কে না যেনে শুনে তাকে আপনি পতিতা বলে দিচ্ছেন? মুসলমানদের কেউ কটাক্ষ করলে প্রতিবাদ করুন, কিন্তু ভাষার ঠিক মতো প্রয়োগ করুন।","['Empathy', 'Shaming']",Offensive,ये वेश्याएं हैं? वे हमेशा मुसलमानों को देखेंगे। अंतिम संस्कार प्रार्थना करना है। इस वेश्या से कितने सवाल हुए हैं?,"क्या आप उसे बिना किसी की बात सुने वेश्या बताते हैं? यदि कोई भी मुसलमान आलोचना करते हैं, तो विरोध करते हैं, लेकिन भाषा को बिल्कुल लागू करते हैं।"
983,A9J41F0FTR2R7,"আমার মনেহয় তসলিমা নাসরিন সাংবাদিক না হলে একটা বেশ্যা হতেন,,,",আপনার কি মনে হয় তাতে দুনিয়া চলবে না। তিনি যদি সাংবাদিক হয়ে থাকেন তার যোগ্যতায় হয়েছেন।,['Shaming'],Hate,मुझे लगता है कि अगरलिमा नसरीन एक पत्रकार नहीं तो एक वेश्या होती।,"क्या आपको लगता है कि दुनिया आगे नहीं बढ़ेगी। यदि वह एक पत्रकार है, तो वह अपनी क्षमता में है।"
983,A9J41F0FTR2R7,"আমার মনেহয় তসলিমা নাসরিন সাংবাদিক না হলে একটা বেশ্যা হতেন,,,",একজন সাংবাদিক এর কাজ আপনার ভালোনা লাগতেই পারে কিন্তু তা বলে আপনি ওনাকে এই ভাবে অসম্মান করতে পারেন না।,['Shaming'],Hate,मुझे लगता है कि अगरलिमा नसरीन एक पत्रकार नहीं तो एक वेश्या होती।,"एक पत्रकार का काम आपको पसंद कर सकता है, लेकिन आप उसे इस तरह से अपमानित नहीं कर सकते।"
985,A9J41F0FTR2R7,চুতমারানি বেশ্যা,আপনি গালিগালাজ করবেন না।,['Shaming'],Hate,चटामिन,आप दुरुपयोग नहीं करते।
985,A9J41F0FTR2R7,চুতমারানি বেশ্যা,আপনি আপনার বিকৃত মস্তিষ্কের চিকিৎসা করুন ।,['Shaming'],Hate,चटामिन,आप अपने विकृत मस्तिष्क का इलाज करते हैं।
785,A1HFJSETMNC7BF,"হালালা সম্মন্ধে এতো জ্ঞান তা তোর আর তোর মায়ের হালালা হয়েছিলো নাকি রে পঁচা ""মাং""show করা পতিতা","আপনার মন্তব্য ও ভাষা অতি জঘন্য।  কেউ যদি কোনো ব্যাপারে জানে, তার মানে এই না যে সে ভূক্তভুগি। মানসিকতার পরিবর্তন করুন।",['Shaming'],Offensive,"हलाला का यह ज्ञान आपको और आपकी माँ की हलाला या रे ""मंगल"" शो वेश्या का बहुत ज्ञान है","आपकी टिप्पणियां और भाषा बहुत चौंकाने वाली हैं। अगर किसी को कुछ भी पता है, तो इसका मतलब यह नहीं है कि वह एक धर्मनिष्ठ है। मानसिकता बदलें।"
785,A1HFJSETMNC7BF,"হালালা সম্মন্ধে এতো জ্ঞান তা তোর আর তোর মায়ের হালালা হয়েছিলো নাকি রে পঁচা ""মাং""show করা পতিতা","বন্ধু, মাথা ঠাণ্ডা রেখে কথা বলুন, এখানে সবাই বন্ধু মনে রাখবেন।",['Empathy'],Offensive,"हलाला का यह ज्ञान आपको और आपकी माँ की हलाला या रे ""मंगल"" शो वेश्या का बहुत ज्ञान है","दोस्तों, अपने सिर को ठंडा रखें, यहां सभी को याद रखें दोस्तों।"
989,A1HFJSETMNC7BF,মহম্মদ মেয়েদের শুধু বেশ্যা বানাতেই শেখায় নাকি রে?,"মহম্মদ মেয়েদের কি চোখে দেখতেন তা তার জীবন কাহিনী থেকে প্রকাশিত। যাই হোক, মহিলাদের বেশ্যা বলা বন্ধ করুন।",['Shaming'],Hate,मोहम्मद लड़कियों को केवल वेश्याओं या रे बनाने के लिए सिखाता है?,"मोहम्मद ने देखा कि लड़कियों ने आंखों में अपनी जीवन कहानी से पता चला था। वैसे भी, महिलाओं को वेश्या कहना बंद करो।"
989,A1HFJSETMNC7BF,মহম্মদ মেয়েদের শুধু বেশ্যা বানাতেই শেখায় নাকি রে?,আপনার এই মন্তব্য মুসলিম ধর্মের মানুষদের জন্য অপমানজনক। এর জন্য সমাজে দাঙ্গা সৃষ্টি হতে পারে।,['Warning-of-Consequences'],Hate,मोहम्मद लड़कियों को केवल वेश्याओं या रे बनाने के लिए सिखाता है?,आपकी टिप्पणी मुस्लिम धर्म के लोगों के लिए अपमानजनक है। इससे समाज में दंगे हो सकते हैं।
992,A1HFJSETMNC7BF,নির্লজ্জ বেহায়া লম্পট বেশ্যা এগুলো,"মহিলাদের গালিগালাজ করা বন্ধ করুন,  আপনার সম্মান এই রকম কটু উক্তিতে বাড়বে না।","['Shaming', 'Warning-of-Consequences']",Hate,गुनगुना,"महिलाओं को गाली देना बंद करो, इस तरह के कठोर बयान में आपका सम्मान नहीं बढ़ेगा।"
992,A1HFJSETMNC7BF,নির্লজ্জ বেহায়া লম্পট বেশ্যা এগুলো,আপনার গালিগালাজ কোনো ভাবেই সমাজের অগ্রগতিতে সাহায্য করবে না। বরং সোশ্যাল মিডিয়া দূষিত হবে শুধুমাত্র।,['Warning-of-Consequences'],Hate,गुनगुना,"आपका दुरुपयोग किसी भी तरह से समाज की प्रगति में मदद नहीं करेगा। बल्कि, सोशल मीडिया केवल प्रदूषित होगा।"
994,A1HFJSETMNC7BF,"বেশ্যা রমনি গুলোর চেহেরা দেখলেই বুজা যায়,",মানুষের চেহারা দেখে যদি তার আসল রূপ চেনা যেত তাহলে অনেকেই নিজের মুখ দেখাতো না। যাই হোক মহিলাদের বেশ্যা বলা বন্ধ করুন।,"['Hypocrisy', 'Shaming']",Offensive,"जब आप वेश्या रामनी का चेहरा देखते हैं, तो यह गुलजार है,","यदि इंसान की उपस्थिति को मान्यता दी जाती, तो कई लोग अपने चेहरे नहीं दिखाते। महिलाओं को वेश्या को कॉल करना बंद करें।"
994,A1HFJSETMNC7BF,"বেশ্যা রমনি গুলোর চেহেরা দেখলেই বুজা যায়,","চেহারা দেখে যদি এতই বুঝে যান, তাহলে জ্যোতিষবিদ্যা নিয়ে কাজ শুরু করুন।",['Humour'],Offensive,"जब आप वेश्या रामनी का चेहरा देखते हैं, तो यह गुलजार है,","यदि आप देखकर बहुत कुछ समझते हैं, तो ज्योतिष के साथ काम करना शुरू करें।"
995,A1HFJSETMNC7BF,আপনি নিজেকে অনেক আগেই বেশ্যা হিসাবে সমাজে প্রতিষ্ঠিত করে ফেলেছেন । আপনার কথা মানুষকে সাময়িক বিনোদন দিলে এ হয়ত তার দীর্ঘ মেয়াদি ছাপ আপনার চেহারায় বিদ্যমান ।,আপনার ওই মহিলার প্রতি মন্তব্য ও ভাষা অতি জঘন্য ও নোংরা। মানুষকে অকারনে অপমান করবেন না।,['Shaming'],Offensive,"आपने लंबे समय से अपने आप को समाज में एक वेश्या के रूप में स्थापित किया है। यदि आप अपने शब्दों को अस्थायी मनोरंजन देते हैं, तो यह लंबे समय तक छाप आपके चेहरे पर मौजूद हो सकता है।",आपकी महिला की टिप्पणियां और भाषा बहुत चौंकाने वाली और गंदी हैं। लोगों का अनावश्यक रूप से अपमान न करें।
995,A1HFJSETMNC7BF,আপনি নিজেকে অনেক আগেই বেশ্যা হিসাবে সমাজে প্রতিষ্ঠিত করে ফেলেছেন । আপনার কথা মানুষকে সাময়িক বিনোদন দিলে এ হয়ত তার দীর্ঘ মেয়াদি ছাপ আপনার চেহারায় বিদ্যমান ।,প্রমাণ ছাড়া এমন মন্তব্য করলে বিপদে পড়তে পারেন।,['Warning-of-Consequences'],Offensive,"आपने लंबे समय से अपने आप को समाज में एक वेश्या के रूप में स्थापित किया है। यदि आप अपने शब्दों को अस्थायी मनोरंजन देते हैं, तो यह लंबे समय तक छाप आपके चेहरे पर मौजूद हो सकता है।",सबूत के बिना टिप्पणियाँ खतरे में हो सकती हैं।
794,A9J41F0FTR2R7,"নারীর  সতিত্ব  বনাম বিয়ে, যে নারীর সতিত্ব নাই, সে বিয়ের পিড়িতে বসার অধিকার নেই,  যে নারী একাধিক পুরুষের সাথে যৌন সঁ্ঁগম করিলে তাকে পতিতা বলে। হাঁস-মুরগি, গোরু-ছাগলের বিয়ে নাই, বিয়ে আছে জিন ও মানুষের মধ্যে , তাই সতিত্বের ডিমান্ড কাবিনের মোহর।",আপনার শিক্ষা ও মানসিকতা দুটোই নষ্ট। মানুষকে মানুষ হিসেবে দেখার শিক্ষা যদি আপনি পেতেন এমন কথা বলতেন না।,['Shaming'],Hate,"महिलाओं की अखंडता बनाम विवाह, एक महिला जिसे कोई अखंडता नहीं है, को शादी की शादी में बैठने का अधिकार नहीं है, एक महिला जो कई पुरुषों के साथ सेक्स करती है, उसे वेश्या कहा जाता है। पोल्ट्री, गाय-गोट विवाहित नहीं हैं, जीन और लोगों के बीच शादी होती है, इसलिए ईमानदारी की मांग केबिन की मुहर है।",आपकी शिक्षा और मानसिकता दोनों बर्बाद हो गए हैं। यदि आपने यह नहीं कहा कि आपने लोगों को इंसान के रूप में देखना सीखा था।
794,A9J41F0FTR2R7,"নারীর  সতিত্ব  বনাম বিয়ে, যে নারীর সতিত্ব নাই, সে বিয়ের পিড়িতে বসার অধিকার নেই,  যে নারী একাধিক পুরুষের সাথে যৌন সঁ্ঁগম করিলে তাকে পতিতা বলে। হাঁস-মুরগি, গোরু-ছাগলের বিয়ে নাই, বিয়ে আছে জিন ও মানুষের মধ্যে , তাই সতিত্বের ডিমান্ড কাবিনের মোহর।",যে সব পুরুষরা এই সব  নারীদের সাথে জড়িত তাদের পুরুষত্ব আছে তো ? বিচার করলে মহিলা পুরুষ সমান বলুন।,['Shaming'],Hate,"महिलाओं की अखंडता बनाम विवाह, एक महिला जिसे कोई अखंडता नहीं है, को शादी की शादी में बैठने का अधिकार नहीं है, एक महिला जो कई पुरुषों के साथ सेक्स करती है, उसे वेश्या कहा जाता है। पोल्ट्री, गाय-गोट विवाहित नहीं हैं, जीन और लोगों के बीच शादी होती है, इसलिए ईमानदारी की मांग केबिन की मुहर है।","जो पुरुष इन महिलाओं के साथ जुड़े होते हैं, उनमें पुरुषत्व होता है? यदि न्याय किया जाता है, तो महिला पुरुषों को समान कहें।"
996,A1HFJSETMNC7BF,"এই বেশ্যার ঘরের বেশ্যা, টুইটারে তোর সবায় দামান?   তুই এক নাম্বার খাংকি,নটি,জারস সন্তান?   তোর ভুদার মধ্যে হাইব্রিট বেগুন ঢিকাবো যেন তোর নুচ মিটে যায়, মাগি তোর ভুদায় মরিচের গুঁড়ো চিটিয়ে দিব!","এই ধরনের গালিগালাজ বন্ধ করুন, যেই ব্যাক্তিকে এই রকম বলছেন সে এতে কষ্ট পাবে।","['Empathy', 'Shaming']",Offensive,"यह वेश्या का घर एक वेश्या है, ट्विटर पर, आप सब खत्म हो गए हैं? क्या आप नंबर एक खंकी, नाटी, जर्स बच्चे हैं? आपके भुदा में हाइब्रिड बैंगन ताकि आपका नाभिक हटा दिया जाए, मागी आपके भुदा में मिर्च पाउडर चाट जाएगी!","इस तरह के दुरुपयोग को रोकें, जो व्यक्ति यह बताता है वह इस तरह से नुकसान पहुंचाएगा।"
996,A1HFJSETMNC7BF,"এই বেশ্যার ঘরের বেশ্যা, টুইটারে তোর সবায় দামান?   তুই এক নাম্বার খাংকি,নটি,জারস সন্তান?   তোর ভুদার মধ্যে হাইব্রিট বেগুন ঢিকাবো যেন তোর নুচ মিটে যায়, মাগি তোর ভুদায় মরিচের গুঁড়ো চিটিয়ে দিব!",এই রকম ভাবে অশ্লীল ভাষায় কাউকে অপমানজনক কথা বলা ঠিক নয় বন্ধু। সবাইকে ভালো বাসতে শিখুন।,['Empathy'],Offensive,"यह वेश्या का घर एक वेश्या है, ट्विटर पर, आप सब खत्म हो गए हैं? क्या आप नंबर एक खंकी, नाटी, जर्स बच्चे हैं? आपके भुदा में हाइब्रिड बैंगन ताकि आपका नाभिक हटा दिया जाए, मागी आपके भुदा में मिर्च पाउडर चाट जाएगी!",पोर्नोग्राफी में पोर्नोग्राफी में अपमानजनक शब्द कहना सही नहीं है। अच्छी तरह से जीना सीखें।
997,A1HFJSETMNC7BF,ওরে বেশ্যা মাগির পোলা তোর মারে তোর মুজিব্বা বাপেরে দিয়ে আরো একবার চুদায়।। নটির পুত লিখে রাখছিস তোর রক্ত কারো লাগলে বলতে বেশ্যার পুত তোর ওই কুকুরের রক্ত মানুষের গায়ে কিভাবে দিবে শুয়োরেরবাচ্ছা।। কুকুরচোদালীগ তোর মারে তুই চুদিষ খানকি মাগির ছেলে।।কুকুরচুদা লীগের মারে চুদি,আপনার মুখের ভাষা অতিরিক্ত জঘন্য ও নোংরা। এত বিষাক্ত মানসিকতা নিয়ে আপনি বেঁচে আছেন! ভদ্র হওয়ার চেষ্টা করুন।,['Shaming'],Offensive,"ओह मेरी वेश्या मागी पोला, आपके मुजीबबा पिता, एक बार और। नाटी का बेटा आपका खून लिख रहा है यदि आपके पास यह कहने के लिए रक्त है कि वेश्या का बेटा उस कुत्ते का खून कैसे लोगों को देगा। कुचोडालिग टोर मारी आप चुडिस खंकी मागी के बेटे हैं।",आपके मुंह की भाषा अत्यधिक और गंदी है। आप ऐसी विषाक्त मानसिकता के साथ जीवित हैं! कोमल बनने की कोशिश करें।
997,A1HFJSETMNC7BF,ওরে বেশ্যা মাগির পোলা তোর মারে তোর মুজিব্বা বাপেরে দিয়ে আরো একবার চুদায়।। নটির পুত লিখে রাখছিস তোর রক্ত কারো লাগলে বলতে বেশ্যার পুত তোর ওই কুকুরের রক্ত মানুষের গায়ে কিভাবে দিবে শুয়োরেরবাচ্ছা।। কুকুরচোদালীগ তোর মারে তুই চুদিষ খানকি মাগির ছেলে।।কুকুরচুদা লীগের মারে চুদি,"আমি মনে করি আপনার পরিবারের সদস্য আপনার অশ্লীল কথাগুলি দেখে খুশি হবে  না, অন্যদের সম্মান করুন।","['Empathy', 'Warning-of-Consequences']",Offensive,"ओह मेरी वेश्या मागी पोला, आपके मुजीबबा पिता, एक बार और। नाटी का बेटा आपका खून लिख रहा है यदि आपके पास यह कहने के लिए रक्त है कि वेश्या का बेटा उस कुत्ते का खून कैसे लोगों को देगा। कुचोडालिग टोर मारी आप चुडिस खंकी मागी के बेटे हैं।","मुझे लगता है कि आपके परिवार के सदस्य को आपके पोर्न शब्दों को देखकर खुशी नहीं होगी, दूसरों का सम्मान करें।"
799,A1HFJSETMNC7BF,আমি বালতি নিয়ে আসতেছি দুধ দুয়াতে হবে।  পতিতা দিয়ে টুইটার টা ভরে গেছে।,আপনার মন্তব্য ও ভাষা খুবই নোংরা। মানসিকতা ঠিক করার চেষ্টা করুন।,['Shaming'],Offensive,मैं बाल्टी को दूध में ला रहा हूं। ट्विटर एक वेश्या से भरा है।,आपकी टिप्पणियां और भाषा बहुत गंदी हैं। मानसिकता को ठीक करने का प्रयास करें।
799,A1HFJSETMNC7BF,আমি বালতি নিয়ে আসতেছি দুধ দুয়াতে হবে।  পতিতা দিয়ে টুইটার টা ভরে গেছে।,"এই রকম বিশ্রী মন্তব্য করতে থাকলে, লোকজন আপনাকে এড়িয়ে চলবে।",['Warning-of-Consequences'],Offensive,मैं बाल्टी को दूध में ला रहा हूं। ट्विटर एक वेश्या से भरा है।,"यदि आप इस तरह की अजीब टिप्पणियां करते हैं, तो लोग आपसे बचेंगे।"
1001,A1HFJSETMNC7BF,১০টাকা পেলে শুয়ে পড়িস বেশ্যা,আপনি মহিলাকে নোংরা ইঙ্গিত করে উত্ত্যক্ত করবেন না।,['Shaming'],Offensive,"यदि आपको 5 रुपये मिलते हैं, तो आप बिस्तर पर लेटे हुए हैं",आप एक गंदे संकेत के साथ एक महिला को परेशान नहीं करते हैं।
1001,A1HFJSETMNC7BF,১০টাকা পেলে শুয়ে পড়িস বেশ্যা,আপনার অশ্লীল কথা দেখে আপনার বন্ধুরা আপনাকে এড়িয়ে করবে।,['Warning-of-Consequences'],Offensive,"यदि आपको 5 रुपये मिलते हैं, तो आप बिस्तर पर लेटे हुए हैं",आपके दोस्त आपके अश्लील शब्दों को देखकर आपसे बचेंगे।
802,A9J41F0FTR2R7,বাংলাদেশ মুসলিম দেশ। কিন্তু এ দেশে পতিতার অভাব নেই।   যে দেশে পতিতা মহিলা বেশি সে দেশে ধর্ষণও বেশি হবে । পতিতা দের আগে প্রতিরোধ করতে হবে।,"ভুল করছেন, ধর্ষণ পতিতাদের কারনে হয়না। ধর্ষণ হয় ধর্ষনকারী মনোভাব ও মানসিকতা থেকে। ধর্ষণ করে ধর্ষকরা। তাই অকারনে মহিলাদের দোষ দেবেন না।",['Warning-of-Consequences'],Hate,"बांग्लादेश एक मुस्लिम देश है। लेकिन इस देश में वेश्याओं की कोई कमी नहीं है। ऐसे देश में जहां वेश्याएं अधिक हैं, उस देश में बलात्कार अधिक होगा। वेश्या को पहले रोकने की जरूरत है।","गलत करना, बलात्कार वेश्याओं के कारण नहीं है। बलात्कार बलात्कार के रवैये और मानसिकता से है। बलात्कार बलात्कार। इसलिए किसी कारण से महिलाओं को दोष न दें।"
802,A9J41F0FTR2R7,বাংলাদেশ মুসলিম দেশ। কিন্তু এ দেশে পতিতার অভাব নেই।   যে দেশে পতিতা মহিলা বেশি সে দেশে ধর্ষণও বেশি হবে । পতিতা দের আগে প্রতিরোধ করতে হবে।,"মুসলিম দেশ বলেই যে পতিতা বেশি হবে একথা কোনো মানে নেই। আপনি প্রতিরোধ করলেই পতিতা কম হবে তাও নয় তার জন্য উন্নত চিন্তা ভাবনার মানুষ দরকার ,সমাজে শিক্ষা দরকার।",['Humour'],Hate,"बांग्लादेश एक मुस्लिम देश है। लेकिन इस देश में वेश्याओं की कोई कमी नहीं है। ऐसे देश में जहां वेश्याएं अधिक हैं, उस देश में बलात्कार अधिक होगा। वेश्या को पहले रोकने की जरूरत है।","इसका मतलब यह नहीं है कि वेश्या एक मुस्लिम देश से अधिक होगी। यदि आप विरोध करते हैं, तो ऐसा नहीं है कि वेश्याएं कम होंगी।"
804,A1HFJSETMNC7BF,এই শালি যে এজটা পতিতা তাতে কনো সন্দেহ নেই।,আপনার মন্তব্য ও মানসিকতা দুটোই জঘন্য।,"['Hypocrisy', 'Shaming']",Offensive,इसमें कोई संदेह नहीं है कि यह शाली एक वेश्या है।,आपकी टिप्पणियां और मानसिकता दोनों चौंकाने वाली हैं।
804,A1HFJSETMNC7BF,এই শালি যে এজটা পতিতা তাতে কনো সন্দেহ নেই।,মাথা ঠাণ্ডা রাখুন। আপনি কি বলেছেন চিন্তা করুন। সব মেয়েদের সম্মান করতে শিখুন।,['Empathy'],Offensive,इसमें कोई संदेह नहीं है कि यह शाली एक वेश्या है।,"अपना सिर ठंडा रखें। आपने जो कहा, उसके बारे में सोचें। सभी लड़कियों का सम्मान करना सीखें।"
806,A1HFJSETMNC7BF,"ধর্মে কি বলে ধর্ষণ করতে? তোদের নিষিদ্ধ পল্লীর পতিতা গুলো যখন নিষিদ্ধ পল্লী ছেড়ে সমাজে নোংরামি ছড়াছ তা দেখেই ধর্ষক তৈরি হয়।  আগে তোরা তোদের নিষিদ্ধ পল্লীর কাজ গুলো,  সমাজে ছড়ানো থেকে বিরত থাক দেখবি সমাজে ধর্ষণ অটোমেটিক বন্ধ হয়ে গেছে",ধর্ষণ হয় ধর্ষনকারী মনোভাব ও মানসিকতা থেকে। ধর্ষণ করে ধর্ষকরা। তাই অকারনে মহিলাদের দোষ দেবেন না।,['Hypocrisy'],Hate,"धर्म में क्या कहना है? बलात्कारी तब बनाया जाता है जब आपके निषिद्ध गांव के वेश्याओं को गाँव में छोड़ दिया जाता है और समाज में गंदगी फैलाया जाता है। सबसे पहले आप निषिद्ध गांव के काम हैं, समाज को फैलाने से बचें और बलात्कार को समाज में स्वचालित रूप से रोक दिया जाता है।",बलात्कार बलात्कार के रवैये और मानसिकता से है। बलात्कार बलात्कार। इसलिए किसी कारण से महिलाओं को दोष न दें।
806,A1HFJSETMNC7BF,"ধর্মে কি বলে ধর্ষণ করতে? তোদের নিষিদ্ধ পল্লীর পতিতা গুলো যখন নিষিদ্ধ পল্লী ছেড়ে সমাজে নোংরামি ছড়াছ তা দেখেই ধর্ষক তৈরি হয়।  আগে তোরা তোদের নিষিদ্ধ পল্লীর কাজ গুলো,  সমাজে ছড়ানো থেকে বিরত থাক দেখবি সমাজে ধর্ষণ অটোমেটিক বন্ধ হয়ে গেছে","আমি মনে করি আপনার কথাগুলো আরও ধর্ষণকে উৎসাহিত করবে, তাই নোংরা শব্দ ব্যবহারে সতর্ক থাকুন।",['Warning-of-Consequences'],Hate,"धर्म में क्या कहना है? बलात्कारी तब बनाया जाता है जब आपके निषिद्ध गांव के वेश्याओं को गाँव में छोड़ दिया जाता है और समाज में गंदगी फैलाया जाता है। सबसे पहले आप निषिद्ध गांव के काम हैं, समाज को फैलाने से बचें और बलात्कार को समाज में स्वचालित रूप से रोक दिया जाता है।","मुझे लगता है कि आपके शब्द अधिक बलात्कार को प्रोत्साहित करेंगे, इसलिए गंदे शब्दों का उपयोग करने के बारे में सावधान रहें।"
1009,A1HFJSETMNC7BF,"বেশ্যাবৃত্তি বন্ধ কর। গলিতে কন্ডোম ফেটে ছিটকে আসা পয়মালদের সাথে কথা বলি না। তা নাহলে তোর চটিমনির মাসিকের ঠ্যানা মুখে নিয়ে তোলামুল তোলামুল করে ঘেউঘেউ করে বেড়া। হিন্দুধর্মের অপমান করায় ছাগল ব্যানার্জী, কামিনী ঘোষ কে আসানসোলে টিকিট দিয়েছে। তোকেও টিকিট দিয়ে দেবে। সোনাগাছিতে।",গালিগালাজ বন্ধ করে কথা বলুন। মহিলাদের সম্মান করে কথা বলুন।,['Shaming'],Offensive,"वेश्यावृत्ति को रोकें। मैं उन छर्रों से बात नहीं करता जो गली में कंडोम में फट गए हैं। अन्यथा, आपकी चट्टिमिनी के मासिक धर्म हवेली की बाड़ बाड़ को भौंकती है। बकरी बनर्जी, कामिनी घोष ने हिंदू धर्म का अपमान करने के लिए आसन को टिकट दिया। आपको टिकट दें। सुनार में।",गाली देने से रोकने के लिए बात करें। सम्मान के साथ महिलाओं से बात करें।
